BUSINESS NAME,ADDRESS,CITY,ZIP CODE,NAICS CODE,PHONE NUMBER,WEBSITE,ABC LICENSE,ADDRESS AUTHORITY,ADDRESS ID,GEOMETRY
TETRA TECH EM INC,6110 BLUEBONNET BLVD,BATON ROUGE,70809,815000,,,YES,PARISH,100279,POINT (-91.088958064933 30.393998447437)
S&H GRANITE AND MARBLE LLC,8412 W EL CAJON DR,BATON ROUGE,70815,423320,,,NO,BATON ROUGE,117702,POINT (-91.099198183874 30.468847596259)
GI JANITORIAL SERVICE INC,2022 LOBDELL BLVD,BATON ROUGE,70806,815000,,,NO,BATON ROUGE,51622,POINT (-91.117576756654 30.466049232331)
SUPERFIT LLC,6124 RIVERBROOK DR,BATON ROUGE,70820,454000,,,NO,BATON ROUGE,100537,POINT (-91.206080265033 30.380367452834)
EUTOPIA II,244 W CHIMES ST,BATON ROUGE,70802,812000,,,NO,BATON ROUGE,59853,POINT (-91.178394451356 30.417546671765)
HILLIARDS A 1 SERVICE,11311 S WALKER CT,BATON ROUGE,70815,815000,,,NO,BATON ROUGE,10349,POINT (-91.057363279382 30.463485453327)
LOUISIANA RELAY SERVICE,9107 BLUEBONNET CENTRE BLVD,BATON ROUGE,70809,517911,225-291-4500,,NO,PARISH,122254,POINT (-91.086077503478 30.398574306094)
GAIL HORNE RAY ATTY,1822 N ACADIAN THWY W,BATON ROUGE,70802,541110,,,NO,BATON ROUGE,138400,POINT (-91.155863309561 30.464810936406)
DES LAND COMPANY,1937 W MAGNA CARTA PL,BATON ROUGE,70815,531000,,,NO,BATON ROUGE,49558,POINT (-91.075285889263 30.433618902449)
SPA ZENON LLC,4454 STE 9 AMERICAN WAY,BATON ROUGE,70816,453000,,,NO,PARISH,244008,POINT (-91.054832569156 30.414511349447)
SUN MILLWORK INC,2544 N SHERWOOD FOREST DR,BATON ROUGE,70815,238000,,,NO,BATON ROUGE,61276,POINT (-91.057666412286 30.47193656729)
FALCON BAND REPAIR,2561 STE 750 1 CITIPLACE CT,BATON ROUGE,70808,811000,,,NO,BATON ROUGE,218811,POINT (-91.129044302539 30.423667555088)
"AMERITAS ACACIA COMPANIES, THE",4137 STE 200 S SHERWOOD FOREST BLVD,BATON ROUGE,70816,524130,,,NO,BATON ROUGE,80546,POINT (-91.051092909522 30.415304499636)
JOSTENS GRAD SHOP THE,8066 JEFFERSON HWY,BATON ROUGE,70809,453000,,,NO,PARISH,115233,POINT (-91.104101093561 30.423599503315)
MEDICAL RESOURCES & GUIDANCE REGION 2 INC,5615 CORPORATE BLVD,BATON ROUGE,70808,815000,,,NO,BATON ROUGE,95466,POINT (-91.132723198516 30.425156969083)
REGINELLIS GOODWOOD LLC,684 JEFFERSON HWY,BATON ROUGE,70806,722000,,,YES,BATON ROUGE,106753,POINT (-91.130890419814 30.443069745462)
GENERAL LABOR,6161 LANDIS DR,BATON ROUGE,70812,561000,,,NO,PARISH,101080,POINT (-91.120763893252 30.507662610152)
SHERWIN-WILLIAMS,7471 TOM DR,BATON ROUGE,70806,444120,,,NO,BATON ROUGE,111461,POINT (-91.112765129554 30.46298814196)
BAKER FINANCE,3101 SINGLETARY DR,BAKER,70714,522000,,,NO,BAKER,189729,POINT (-91.164918614361 30.599943424705)
MJM'S CREATIVE STITCHES LLC,382 BELLEWOOD DR,BATON ROUGE,70806,454000,,,NO,BATON ROUGE,76962,POINT (-91.122066804837 30.446683118959)
COMFORT CARE PROVIDERS,6030 LOTUS ST,BATON ROUGE,70812,621000,,,NO,BATON ROUGE,99643,POINT (-91.12984258032 30.507842210779)
THE FAMILY CLINIC,6555 STE 100 PERKINS RD,BATON ROUGE,70808,621000,,,NO,BATON ROUGE,135929,POINT (-91.120610438198 30.403730463917)
GASLITE VI,4642 TIGERLAND AVE,BATON ROUGE,70820,531110,,,NO,BATON ROUGE,85570,POINT (-91.183493322307 30.393065763778)
FAMILY DOLLAR STORES OF LA #8158,13559 OLD HAMMOND HWY,BATON ROUGE,70816,453000,,,YES,PARISH,23993,POINT (-91.032378207922 30.447467147944)
INTEGRITY ONLINE,3733 FLOYD DR,BATON ROUGE,70808,815000,,,NO,BATON ROUGE,76078,POINT (-91.157322107837 30.409664794534)
ALBASHA GREEK & LEBANESE RESTAURANT,4520 STE 102 S SHERWOOD FOREST BLVD,BATON ROUGE,70816,722110,,,YES,BATON ROUGE,144683,POINT (-91.052047051984 30.41265200083)
KUSTOM KINETICS,5039 PARKOAKS DR,BATON ROUGE,70816,446000,,,NO,BATON ROUGE,88859,POINT (-91.044275850495 30.406100440236)
IZZOS ILLEGAL BURRITO,6220 CORPORATE BLVD,BATON ROUGE,70809,722000,,,YES,BATON ROUGE,101578,POINT (-91.125610640149 30.424069905797)
OCCUPATIONAL MEDICINCE MANAGEMENT LLC,18260 S MISSION HILLS AVE,BATON ROUGE,70810,446000,,,NO,PARISH,45952,POINT (-91.037079355161 30.33197243436)
LOUISIANA LONGSHOT LLC,10026 BUTTERCUP DR,BATON ROUGE,70809,,,,NO,PARISH,281,POINT (-91.07232391966 30.380802868667)
EAGLE CLEANERS,1097 STE C S FLANNERY RD,BATON ROUGE,70815,812000,,,NO,BATON ROUGE,136279,POINT (-91.034546238119 30.448894513112)
EASY STOP FOOD MART INC,2712 FLORIDA ST,BATON ROUGE,70806,445000,,,YES,BATON ROUGE,55530,POINT (-91.160688553105 30.449810749122)
MODERN MUFFLER & BRAKE SHOP,1988 PLANK RD,BATON ROUGE,70802,811000,,,NO,BATON ROUGE,50945,POINT (-91.164808412302 30.465677394913)
INTERNATIONAL MEZZO TECH INC,7167 FLORIDA BLVD,BATON ROUGE,70806,815000,,,NO,BATON ROUGE,139260,POINT (-91.11591139665 30.454759068787)
DOWNTOWN GROCER,263 3RD ST,BATON ROUGE,70801,445110,,,NO,BATON ROUGE,142445,POINT (-91.188391244128 30.449131918027)
DOR O MATIC OF THE GULF STATES,1482 MC MICHAEL DR,BATON ROUGE,70815,811000,,,NO,BATON ROUGE,29789,POINT (-91.070075262087 30.439456058155)
84 LUMBER COMPANY,8675 S CHOCTAW DR,BATON ROUGE,70814,444000,,,NO,BATON ROUGE,138786,POINT (-91.097035312142 30.472299029103)
M & M PLUMBING COMPANY,6757 COMPLEX DR,BATON ROUGE,70809,238220,,,NO,PARISH,106226,POINT (-91.050342514073 30.380936614278)
DEGAN BLANCHARD & NASH,5555 STE 620 HILTON AVE,BATON ROUGE,70808,541000,,,NO,BATON ROUGE,233684,POINT (-91.132685707862 30.42381051511)
HARTLINE LEVINE INTERIORS,348 LEEWARD DR,BATON ROUGE,70808,541000,,,NO,BATON ROUGE,73530,POINT (-91.152120066495 30.393100219263)
CANN'S JANITORIAL SERVICE LLC,3151 SOUTHLAKE AVE,BATON ROUGE,70810,561000,,,NO,PARISH,136435,POINT (-91.134425011976 30.342949256029)
THE CLANTON COLLECTION LLC,2321 MARTIN AVE,BATON ROUGE,70802,531000,,,NO,BATON ROUGE,57843,POINT (-91.144196979162 30.469333284011)
KIDS & CO OF BATON ROUGE INC,355 EAST DR,BATON ROUGE,70806,815000,,,NO,BATON ROUGE,74348,POINT (-91.149114095353 30.445575777247)
BEST OF CARE,13636 AIRLINE HWY,BATON ROUGE,70809,624000,,,NO,PARISH,168185,POINT (-91.032226630514 30.372465558339)
STATE FARM INSURANCE,8044 JEFFERSON HWY,BATON ROUGE,70809,524210,,,NO,PARISH,115070,POINT (-91.104539600656 30.4240224085)
PARTY PLAYGROUND,4710 O'NEAL LN,BATON ROUGE,70817,722000,,,NO,PARISH,86018,POINT (-91.009720297783 30.409235173422)
NEUROPSYCHOLOGY CTR OF LA LLC,4611 STE B BLUEBONNET BLVD,BATON ROUGE,70809,621000,,,NO,PARISH,166653,POINT (-91.080297948632 30.406037488506)
S AND T DETAIL,2510 BLDG B S SHERWOOD FOREST BLVD,BATON ROUGE,70816,815000,,,NO,BATON ROUGE,227764,POINT (-91.056577019003 30.428213331181)
H R SOLUTIONS LLC,6421 PERKINS RD,BATON ROUGE,70808,541000,,,NO,BATON ROUGE,103675,POINT (-91.121740424612 30.404558216506)
FRANKS TIRE SHOP,5002 EVANGELINE ST,BATON ROUGE,70805,815000,,,NO,BATON ROUGE,88404,POINT (-91.140383868474 30.492928053128)
ZINAMULTI PLEX,1819 N MARQUE ANN DR,BATON ROUGE,70815,453000,,,NO,BATON ROUGE,45545,POINT (-91.04323121936 30.469023479034)
SLATER CONSTRUCTION LLC,16430 BRISTOE AVE,BATON ROUGE,70816,,,,NO,PARISH,37535,POINT (-91.003708095375 30.435703421367)
DON JUAN CIGAR COMPANY,7539 STE 170 CORPORATE BLVD,BATON ROUGE,70806,453000,,,NO,BATON ROUGE,186905,POINT (-91.110537346601 30.431768618467)
ALLRITE ELECTRIC INC,8386 W EL CAJON DR,BATON ROUGE,70815,238000,,,NO,BATON ROUGE,117577,POINT (-91.099432169615 30.468928636713)
MICHAEL J DAVID PAINTING,881 SINCLAIR DR,BATON ROUGE,70815,238000,,,NO,BATON ROUGE,120215,POINT (-91.065664062309 30.449541296594)
AGOGE LLC,11042 SHORELINE DR,BATON ROUGE,70809,611000,,,NO,PARISH,8592,POINT (-91.062649394756 30.394809044182)
SIMPLY EXPRESSIONS BY INGA,7124 CHABLIS AVE,BATON ROUGE,70811,453000,,,NO,PARISH,108638,POINT (-91.117359185094 30.517295124511)
"MEETING PLACE, THE",1014 CHIPPEWA ST,BATON ROUGE,70805,722410,,,NO,BATON ROUGE,138975,POINT (-91.1808634638 30.47244040133)
COYOTE'S MOTORCYCLE SPECIALISTS,11635 CLOVERLAND AVE,BATON ROUGE,70809,811111,,,NO,PARISH,12347,POINT (-91.051613509874 30.391322757456)
SOUTHERN RECYCLING LLC,7001 SCENIC HWY,BATON ROUGE,70807,432300,,,NO,BATON ROUGE,106829,POINT (-91.176487984148 30.512667119563)
FREAGLE,1307 AMERICANA BLVD,ZACHARY,70791,541000,,,NO,ZACHARY,218521,POINT (-91.209194120781 30.648938486501)
JACK WILKERSON INDUSTRIAL SURPLUS LLC,7731 EL MONTE DR,BATON ROUGE,70815,424000,,,NO,BATON ROUGE,113239,POINT (-91.100896389 30.469738622901)
KADAIR ADVERTISING INC,9121 INTERLINE AVE,BATON ROUGE,70809,541000,,,NO,BATON ROUGE,179391,POINT (-91.08444310508 30.420901141366)
QUALITY TOOLS & SERVICES INC,11568 CEDAR PARK AVE,BATON ROUGE,70809,453000,,,NO,PARISH,11940,POINT (-91.053690443259 30.389047829594)
TAI INDUSTIES SHOWROOM,11592 CEDAR PARK AVE,BATON ROUGE,70809,444190,,,NO,PARISH,12063,POINT (-91.053290119079 30.389040957829)
LANE CONSULTING SERVICES,659 RAFE MAYER RD,BATON ROUGE,70807,611000,,,NO,PARISH,105014,POINT (-91.197533976095 30.568392980302)
FAYE'S TRANSPORTATION LLC,2347 BALIS DR,BATON ROUGE,70808,485000,,,NO,BATON ROUGE,58524,POINT (-91.139821752059 30.42701687612)
EYE CARE SURGERY CENTER,10423 OLD HAMMOND HWY,BATON ROUGE,70815,621000,,,NO,BATON ROUGE,3772,POINT (-91.070353880186 30.433794727711)
WEDGE KYES IMPORT SPECIALITIES,10495 AIRLINE HWY,BATON ROUGE,70816,811000,,,NO,PARISH,135780,POINT (-91.066448582415 30.413343711334)
SISTER'S HAIR,9642 FLORIDA BLVD,BATON ROUGE,70815,812000,,,NO,BATON ROUGE,247528,POINT (-91.080534455889 30.454206621376)
PRO QUALITY SERVICES,10717 RIDGELY DR,BATON ROUGE,70809,238000,,,NO,PARISH,6250,POINT (-91.069886828901 30.395372213001)
BALFOUR HOUSE,3930 STE D BURBANK DR,BATON ROUGE,70808,453000,,,NO,BATON ROUGE,229441,POINT (-91.179988700988 30.402274649052)
DELTECH CORPORATION,400-500 W THOMAS RD,BATON ROUGE,70807,325120,,,NO,BATON ROUGE,13820,POINT (-91.204942757452 30.55052918813)
LAVENDER KISSES,3616 LANIER DR,BATON ROUGE,70814,450000,,,NO,BATON ROUGE,74888,POINT (-91.108694626766 30.483134217275)
A-1 SEWING CENTER,8451 GREENMOSS DR,BATON ROUGE,70806,448150,,,NO,BATON ROUGE,138614,POINT (-91.09910955914 30.455764844006)
AXIS STRATEGIES LLC,11070 RED OAK DR,BATON ROUGE,70815,815000,,,NO,BATON ROUGE,8813,POINT (-91.061232093459 30.462905770658)
R L MCNEMAR CONSTRUCTION CO.,14137 BARATARIA AVE,BATON ROUGE,70810,236000,,,NO,PARISH,26517,POINT (-91.058797202573 30.347042830934)
MOOYAH'S BURGERS SHAKES & FRIES,6555 STE 6 SIEGEN LN,BATON ROUGE,70809,445000,,,NO,PARISH,224471,POINT (-91.060504856329 30.389999549552)
ALBERTOS AUTO REPAIR,14468 FLORIDA BLVD,BATON ROUGE,70819,423000,,,NO,PARISH,28026,POINT (-91.024445354035 30.463623794956)
SHAW PROPERTY,16041 NEHRU AVE,BATON ROUGE,70816,551112,,,NO,BATON ROUGE,35494,POINT (-91.009007538965 30.439570982067)
SUNSHYN SECURITY & TECHNOLOGY,15242 S MARSDEN PL,BATON ROUGE,70816,815000,,,NO,PARISH,31718,POINT (-91.015746510223 30.441149464873)
J & J STARTER SHOP AND ALTERNATORS,1814 STE B MAIN ST,BAKER,70714,811000,,,NO,BAKER,189969,POINT (-91.166798522949 30.59324314107)
SIGMA ENGINEERS AND CONSTRUCTORS INC,11585 LAKE SHERWOOD AVE N,BATON ROUGE,70816,541000,,,NO,PARISH,12041,POINT (-91.053872158451 30.418193827769)
EAGLE ENTERPRISES INTL INC,15864 ANTIETAM AVE,BATON ROUGE,70817,541000,,,NO,PARISH,34935,POINT (-91.008926294679 30.397316993976)
WAGS ONE STOP,1300 GOVERNMENT ST,BATON ROUGE,70802,445000,,,YES,BATON ROUGE,138817,POINT (-91.175479906394 30.443422768548)
3D XSTREAM LLC,5101 N FLANNERY RD,BATON ROUGE,70814,339000,,,NO,PARISH,159708,POINT (-91.041156642149 30.495779619881)
BLUE CROSS BLUE SHIELD OF TX,354 NELSON DR,BATON ROUGE,70808,524000,,,NO,BATON ROUGE,74211,POINT (-91.148087300282 30.390567436395)
SOILEAUS VITAL CARE INC,7612 PICARDY AVE,BATON ROUGE,70808,446110,(225) 766-7453,,NO,BATON ROUGE,112412,POINT (-91.110368007733 30.399445944766)
"PRINTING SOURCE, THE",882 HARDING BLVD,BATON ROUGE,70807,511000,,,NO,BATON ROUGE,120658,POINT (-91.185409998504 30.519503036538)
DONALD DAUZAT DRAFTING SERVICES,2834 STE B3 S SHERWOOD FOREST BLVD,BATON ROUGE,70816,541120,,,NO,BATON ROUGE,135114,POINT (-91.053566596223 30.425832336909)
MICRO MARKETING SOFTWARE,625 COLONIAL DR,BATON ROUGE,70806,518000,,,NO,BATON ROUGE,102029,POINT (-91.098324984903 30.445152883575)
CENTER INC THE ADULT DAY HEALTH CARE,2271 MASON AVE,BATON ROUGE,70805,624120,225-354-8977,,NO,BATON ROUGE,57015,POINT (-91.168360429767 30.507520815177)
GOODYEAR AUTO SERVICE CENTER #2793,222 LEE DR,BATON ROUGE,70808,441000,,,NO,BATON ROUGE,55725,POINT (-91.157355754513 30.395749611747)
HOSPICE ASSOCIATES,11745 STE A1 BRICKSOME AVE,BATON ROUGE,70816,621610,,,NO,BATON ROUGE,135224,POINT (-91.05105927669 30.426776922341)
INTEGRITY HOME MAINTENANCE & CONCIENGE SERVICES,14538 ELMBRIDGE AVE,BATON ROUGE,70819,811000,,,NO,BATON ROUGE,28727,POINT (-91.025446939855 30.471810461239)
TOP QUALITY CABLE SERVICES,5131 BYRON ST,BATON ROUGE,70805,815000,,,NO,BATON ROUGE,89870,POINT (-91.13920910358 30.494313616913)
B & C TAX SERVICES,1520 STE B THOMAS H DELPIT DR,BATON ROUGE,70802,541000,,,NO,BATON ROUGE,228649,POINT (-91.178785400351 30.433686025018)
ANGEL CLEANERS,9728 FLORIDA BLVD,BATON ROUGE,70815,812000,,,NO,BATON ROUGE,137171,POINT (-91.080571077389 30.454458494915)
BIG A'S DETAIL EXPERTS,4743 AIRLINE HWY,BATON ROUGE,70811,811121,,,NO,BATON ROUGE,86409,POINT (-91.143516395295 30.509594639014)
SWAN EFFECT BOUTIQUE,3033 TORONTO DR,BATON ROUGE,70819,454100,,,NO,PARISH,67544,POINT (-91.006690626046 30.479381970952)
KELSEY LIVINGSTON ART,16521 MOREL AVE,BATON ROUGE,70817,454000,,,NO,PARISH,38043,POINT (-91.00104367256 30.382407971515)
GOOD PEOPLE,11613 NEWCASTLE AVE,BATON ROUGE,70816,561310,,,NO,BATON ROUGE,135110,POINT (-91.052563291355 30.42053363995)
RAYGEN SERVICES LLC,14734 S HARRELL'S FERRY RD,BATON ROUGE,70816,238000,,,NO,BATON ROUGE,29522,POINT (-91.022455741193 30.428558448882)
WALKERS CABINTS LLC,8329 MADRID AVE,BATON ROUGE,70814,238000,,,NO,BATON ROUGE,117157,POINT (-91.101772255361 30.474453759979)
MG BROOKS LLC,4421 THAMES DR,BATON ROUGE,70814,815000,,,NO,PARISH,83403,POINT (-91.044771737882 30.490985528807)
SMOOTHIE KING,3851 STE 1 S SHERWOOD FOREST BLVD,BATON ROUGE,70816,,,,NO,BATON ROUGE,184511,POINT (-91.051108929623 30.418266968643)
MILLWORK 1 LLC,1992 WOODDALE CT,BATON ROUGE,70806,238000,,,NO,BATON ROUGE,50981,POINT (-91.112672875924 30.467797699254)
CIRCLE K STORES 2708046,4415 FLOYNELL DR,BATON ROUGE,70809,447000,225-292-5237,http://circlek.com/,YES,PARISH,83320,POINT (-91.073080130182 30.409582776403)
INSPIRING MINDS ORGANIZATION LLC,5786 CRESTWAY AVE,BATON ROUGE,70812,815000,,,NO,BATON ROUGE,97339,POINT (-91.133217443549 30.509661060735)
SAVE MORE MARKET #3,2980 O'NEAL LN,BATON ROUGE,70816,445110,225-752-8181,,YES,BATON ROUGE,66766,POINT (-91.008138318013 30.425698089373)
TTP CONSULTING INC,1571 ROSEMONT DR,BATON ROUGE,70808,815000,,,NO,BATON ROUGE,34280,POINT (-91.137907412533 30.434976849969)
HEBERT AND SPENCER,701 LAUREL ST,BATON ROUGE,70802,541000,,,NO,BATON ROUGE,132932,POINT (-91.183344560351 30.450642054394)
STRAIGHT FORWARD ACCOUNTING LLC,8752 STE 14-9 QUARTERS LAKE RD,BATON ROUGE,70809,815000,,,NO,PARISH,212707,POINT (-91.093615842414 30.416216549513)
MYRIAM'S HOUSE,1141 W CHIMES ST,BATON ROUGE,70802,453310,225-373-7343,http://brgov.com/dept/ocd/shelters/shelter11.htm,NO,BATON ROUGE,10869,POINT (-91.189553666663 30.418962488112)
FLAWLESS BEAUTY SALON & SPA LLC,9626 STE C2 AIRLINE HWY,BATON ROUGE,70815,812000,,,NO,BATON ROUGE,220045,POINT (-91.085966572714 30.433268383727)
ENTERGY LOUISIANA LLC,446 NORTH BLVD,BATON ROUGE,70802,221000,,,NO,BATON ROUGE,83893,POINT (-91.185772058337 30.446828667172)
BAYOU GOLD PAWN SHOP,10425 AIRLINE HWY,BATON ROUGE,70816,453000,,,NO,BATON ROUGE,3792,POINT (-91.06789963002 30.414935405727)
PLANK MARLET & DELI,4432 PLANK RD,BATON ROUGE,70805,445000,,,YES,BATON ROUGE,83561,POINT (-91.156100781299 30.490327248961)
RESTAURANT IPO,423 3RD ST,BATON ROUGE,70802,722110,,,NO,BATON ROUGE,142541,POINT (-91.188433504877 30.450799670047)
TUESDAY MORNING # 632,6632 JONES CREEK RD,BATON ROUGE,70817,453000,,,NO,PARISH,140329,POINT (-91.020046791821 30.392062140256)
CAYARD'S INC WAREHOUSE,2545 BARTLETT ST,BATON ROUGE,70805,,,,NO,BATON ROUGE,61283,POINT (-91.14766996797 30.471159552605)
PAYCHEX NORTH AMERICA INC,8345 STE C FLORIDA BLVD,BATON ROUGE,70806,561000,,,NO,BATON ROUGE,231410,POINT (-91.099489579242 30.452880246572)
JANI KING,904 BIRMINGHAM DR,BATON ROUGE,70819,815000,,,NO,PARISH,121822,POINT (-91.025294679557 30.453250297127)
BILLIANS AND SONS TIRE SERVICE,9398 W CORONADO DR,BATON ROUGE,70815,811000,,,NO,BATON ROUGE,125069,POINT (-91.082268089924 30.467322552699)
MAESTRI MURRELL,9018 JEFFERSON HWY,BATON ROUGE,70809,531000,,,NO,PARISH,121589,POINT (-91.0878672731 30.415524115704)
"NORMAL LIFE OF LAFAYETTE, INC",3251 KING BRADFORD DR,BATON ROUGE,70816,624229,,,NO,PARISH,70801,POINT (-91.009388155522 30.423256967399)
TELISHA'S BOUTIQUE LLC,1763 BOULEVARD DE PROVINCE,BATON ROUGE,70816,454100,,,NO,BATON ROUGE,43164,POINT (-91.043143734874 30.438528671593)
BICYCLE SHOP,5443 STE C-D JONES CREEK RD,BATON ROUGE,70817,453310,,,NO,PARISH,135524,POINT (-91.015668444327 30.404624171929)
J E L STRIPPING & WAXING,4135 WILDERNESS RUN DR,ZACHARY,70791,,,,NO,ZACHARY,193775,POINT (-91.177139867642 30.647080274043)
FLODRAULIC GROUP INC,9941 MAMMOTH AVE,BATON ROUGE,70814,423000,,,NO,BATON ROUGE,129506,POINT (-91.076349362102 30.475385708886)
GREMILLION INDUSTRIAL SERVICES,17540 BARNETT RD,ZACHARY,70791,811000,,,NO,PARISH,42641,POINT (-91.224896263566 30.621764146899)
SUBARU OF BATON ROUGE,13399 AIRLINE HWY,BATON ROUGE,70817,441110,,,NO,PARISH,22934,POINT (-91.032049002461 30.374565428073)
APRICOT LANE,7543 STE A JEFFERSON HWY,BATON ROUGE,70806,448000,,,NO,BATON ROUGE,111710,POINT (-91.109984032972 30.432989463942)
JEANPIERRE FAMILY SPICES,3864 PLATT DR,BATON ROUGE,70814,424000,,,NO,BATON ROUGE,77630,POINT (-91.075173328198 30.485492026638)
PARTY CITY OF SIEGEN LN #245,7054 SIEGEN LN,BATON ROUGE,70809,453000,,,NO,PARISH,135951,POINT (-91.065594222799 30.386047817436)
BATON ROUGE SICKLE CELL ANEMIA FOUNDATION,2301 NORTH BLVD,BATON ROUGE,70806,624190,225-346-8434,http://brscaf.org,NO,BATON ROUGE,57422,POINT (-91.164127112144 30.448056434942)
LA HOMEBREW,13305 WOODRIDGE AVE,BATON ROUGE,70809,454000,,,NO,PARISH,22356,POINT (-91.037154885773 30.374571797015)
VOLUNTEER BATON ROUGE,460 N 11TH ST,BATON ROUGE,70802,453000,,,NO,BATON ROUGE,143457,POINT (-91.178591873512 30.451547564548)
DAVENLEE ARTS,4250 CYPRESS ST,BATON ROUGE,70808,815000,,,NO,BATON ROUGE,81739,POINT (-91.151109458006 30.410044120401)
A/C SUPPLY,7657 AIRLINE HWY,BATON ROUGE,70814,221330,,,NO,BATON ROUGE,112856,POINT (-91.11073028883 30.474558752102)
YAADI,12570 E MILLBURN AVE,BATON ROUGE,70815,722000,,,NO,BATON ROUGE,19235,POINT (-91.043119390539 30.447279186497)
BUSINESS INFO & TECH SERVICES LLC,761 E BOYD DR,BATON ROUGE,70808,541000,,,NO,BATON ROUGE,183413,POINT (-91.177386076357 30.39835025563)
J-MARIE'S,2237 TENNESSEE ST,BATON ROUGE,70802,815000,,,NO,BATON ROUGE,56136,POINT (-91.175796966209 30.426440885645)
HG MANUFACTURING LLC,10613 RED OAK DR,BATON ROUGE,70815,454000,,,NO,BATON ROUGE,5302,POINT (-91.06695232201 30.462931614321)
A COMMUNITY TRANSPORTATION LLC,1033 ROMAN DR,BAKER,70714,485000,,,NO,PARISH,2962,POINT (-91.122490975801 30.587077161799)
LOYALTY OVER LOVE ENTERTAINMENT LLC,1477 APT 5 LAKE CALAIS CT,BATON ROUGE,70808,711000,,,NO,BATON ROUGE,243543,POINT (-91.115339156773 30.389870391053)
M J CONSTRUCTION,2994 SCENIC HWY,BATON ROUGE,70805,238000,,,NO,BATON ROUGE,66815,POINT (-91.168310427305 30.474919008506)
ATLAS TECHNICAL CONSULTANTS LLC,8440 STE 400 JEFFERSON HWY,BATON ROUGE,70809,541000,,,NO,PARISH,245863,POINT (-91.098365606997 30.418774704898)
STORAGE MALL INC A,8520 STE A FLORIDA BLVD,BATON ROUGE,70806,493000,,,NO,BATON ROUGE,134489,POINT (-91.098411237551 30.451807912524)
SPROUTS FARMERS MARKET 691,4841 ROUZAN SQUARE AVE,BATON ROUGE,70808,445000,,,,BATON ROUGE,177531,POINT (-91.138471234434 30.41404726051)
STORAGE YARD FOR COX CABLE,7565 REALTORS AVE,BATON ROUGE,70806,531130,,,NO,BATON ROUGE,138637,POINT (-91.110873407196 30.456110596295)
BATON ROUGE RESPITE CARE,15059 FLORIDA BLVD,BATON ROUGE,70819,813110,225-928-4077,,NO,BATON ROUGE,30777,POINT (-91.018279065446 30.465673396863)
SANCHEZ PLASTIC SURGERY,6717 PERKINS RD,BATON ROUGE,70808,,,,NO,BATON ROUGE,135915,POINT (-91.119575347231 30.402895372986)
MOTIVATION,3535 PLANK RD,BATON ROUGE,70805,531120,,,NO,BATON ROUGE,74122,POINT (-91.160178627873 30.480227014027)
WILLIAM SANDERS REAL ESTATE LLC,3840 JOLLY DR,BATON ROUGE,70808,531000,,,NO,BATON ROUGE,77330,POINT (-91.155551888239 30.41038725708)
SALON VITA INC,150 STARING LN,BATON ROUGE,70810,812000,,,NO,BATON ROUGE,141859,POINT (-91.121851705714 30.369655393852)
SEW IMAGINE THAT LLC,12025 MORGAN MEADOW AVE,CENTRAL,70818,815000,,,NO,CENTRAL,206477,POINT (-91.051933660288 30.543055793463)
STHANKI PROPERTIES LLC,7341 STE I JEFFERSON HWY,BATON ROUGE,70806,531110,,,NO,BATON ROUGE,143190,POINT (-91.112705525851 30.434815461)
REXEL SOUTHERN,8536 S CHOCTAW DR,BATON ROUGE,70815,423000,,,NO,BATON ROUGE,118562,POINT (-91.098312699212 30.471074274937)
SKYSAIL COMMUNITY HOME,4221 ROCKY MOUNTAIN DR,BATON ROUGE,70814,621000,,,NO,BATON ROUGE,81346,POINT (-91.068531910352 30.489330684567)
JULIETTE'S GARDENS LLC,6983 JEFFERSON HWY,BATON ROUGE,70806,541320,,,NO,BATON ROUGE,107662,POINT (-91.117323216501 30.434374758227)
JIM WELSH INC,7517 TOWN SOUTH AVE,BATON ROUGE,70808,423000,,,NO,BATON ROUGE,111727,POINT (-91.11275805711 30.391220326731)
NEIGHBORS FEDERAL CREDIT UNION,12529 PERKINS RD,BATON ROUGE,70810,522130,,,NO,PARISH,18830,POINT (-91.077558169894 30.370207102393)
FREEZING COW SEVENTH INC,7514 BLUEBONNET BLVD,BATON ROUGE,70810,722000,,,NO,PARISH,181135,POINT (-91.097004029486 30.381564836236)
SPECTRUM FITNESS CLUB,3103 MONTERREY DR,BATON ROUGE,70814,713000,,,NO,BATON ROUGE,68439,POINT (-91.084297830779 30.476970784885)
MAES GAMEROOM,4815 CADILLAC ST,BATON ROUGE,70811,713110,,,NO,BATON ROUGE,86960,POINT (-91.142988654242 30.517780184742)
SYNERGIST TRANSPORTATION,11204 SARAH JUMP AVE,BATON ROUGE,70814,485000,,,NO,PARISH,145839,POINT (-91.058528930072 30.491351603734)
DIVINCENTI BROS INC COLD & DRY STORAGE,130 S 16TH ST,BATON ROUGE,70802,424410,,,NO,BATON ROUGE,21022,POINT (-91.172991763336 30.4473995157)
PORTOBELLOS GRILL,7622 OLD HAMMOND HWY,BATON ROUGE,70809,722000,,,YES,BATON ROUGE,144290,POINT (-91.107639647404 30.430743889205)
THE HOSPICE OF BATON ROUGE,8322 ONE CALAIS AVE,BATON ROUGE,70809,813000,225-767-4673,,NO,PARISH,117117,POINT (-91.097945878749 30.403714699102)
